device,cfg,layer_type,prec,img,bs,keep_ratio,L_patch,L_eff,avg_power_w,energy_mj,ms_event,status,depth,embed_dim,num_heads,mlp_ratio,complexity_ratio,head_dim,tp_world_size,runs,warmup
RTX3090,vith_gridH_d32_e1280_h16_r4_0,mlp,fp16,160,24,0.750000,100,76,122.855000,157.316517,1.280506,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX3090,vith_gridH_d32_e1280_h16_r4_0,patch_embed,fp16,160,32,0.750000,100,76,123.203500,76.503656,0.620954,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX3090,vith_gridH_d32_e1280_h16_r4_0,attn,fp16,160,32,0.750000,100,76,122.961000,142.507274,1.158963,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX3090,vith_gridH_d32_e1280_h16_r4_0,mlp,fp16,160,32,0.750000,100,76,123.070000,181.309877,1.473226,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX3090,vith_gridH_d32_e1280_h16_r4_0,patch_embed,fp16,160,48,0.750000,100,76,124.432500,97.193927,0.781098,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX3090,vith_gridH_d32_e1280_h16_r4_0,attn,fp16,160,48,0.750000,100,76,125.622000,200.028816,1.592307,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX3090,vith_gridH_d32_e1280_h16_r4_0,mlp,fp16,160,48,0.750000,100,76,126.134500,254.332366,2.016358,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX3090,vith_gridH_d32_e1280_h16_r4_0,patch_embed,fp16,160,64,0.750000,100,76,125.457500,135.046066,1.076429,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX3090,vith_gridH_d32_e1280_h16_r4_0,attn,fp16,160,64,0.750000,100,76,125.546000,260.087922,2.071654,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX3090,vith_gridH_d32_e1280_h16_r4_0,mlp,fp16,160,64,0.750000,100,76,126.888000,310.709532,2.448691,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX3090,vith_gridH_d32_e1280_h16_r4_0,patch_embed,fp16,176,1,0.750000,121,91,124.748000,50.802176,0.407238,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX3090,vith_gridH_d32_e1280_h16_r4_0,attn,fp16,176,1,0.750000,121,91,120.646000,120.292749,0.997072,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX3090,vith_gridH_d32_e1280_h16_r4_0,mlp,fp16,176,1,0.750000,121,91,120.057500,41.209113,0.343245,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX3090,vith_gridH_d32_e1280_h16_r4_0,patch_embed,fp16,176,8,0.750000,121,91,120.427500,45.195959,0.375296,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX3090,vith_gridH_d32_e1280_h16_r4_0,attn,fp16,176,8,0.750000,121,91,120.936000,94.860263,0.784384,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX3090,vith_gridH_d32_e1280_h16_r4_0,mlp,fp16,176,8,0.750000,121,91,121.210000,82.488738,0.680544,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX3090,vith_gridH_d32_e1280_h16_r4_0,patch_embed,fp16,176,16,0.750000,121,91,121.280500,67.473484,0.556342,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX3090,vith_gridH_d32_e1280_h16_r4_0,attn,fp16,176,16,0.750000,121,91,121.442000,115.191525,0.948531,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX3090,vith_gridH_d32_e1280_h16_r4_0,mlp,fp16,176,16,0.750000,121,91,121.911500,132.377553,1.085850,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX3090,vith_gridH_d32_e1280_h16_r4_0,patch_embed,fp16,176,24,0.750000,121,91,122.141500,77.119165,0.631392,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX3090,vith_gridH_d32_e1280_h16_r4_0,attn,fp16,176,24,0.750000,121,91,122.142500,181.433011,1.485421,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX3090,vith_gridH_d32_e1280_h16_r4_0,mlp,fp16,176,24,0.750000,121,91,123.127000,151.727135,1.232282,ok,32,1280,16,4.000000,1.000000,80,4,10,5
